age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative,weight,lv_index,lv_weight
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_99c2bb9ecfeab561cdc00af912911f169a41d58a17fd718fab8de733,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.658593858970609,0.83,0.7351000296205864
55-64,No,Graduated from college,More enthusiastic,Don't know,Male,Book of fables,Don't know,Can trust,wick_f39dc3c8b119dd14dfbdf9fe2ae346c0ba4d2f0a282cd8f9092bc68b,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.09121766435094648,0.83,0.10181404951316725
55-64,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_2980f423b6e045d1cb2f23fa96ee0df503254ad63da8dd771afb53ae,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.5191198716653489,0.83,0.579423916333333
55-64,No,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Don't know,Can't be too careful,wick_db432cd9327573279fcd26ef3e40b364428af43aeb7e91c347327872,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.16777729426806864,0.83,0.18726730033421565
35-54,Yes,Completed graduate school,More enthusiastic,Don't know,Female,Inspired word,Agree,Can trust,wick_370511cf03b324ce98fc8e45a910b0442a93982208d630c984e17032,"Between $75,000 and $99,999","Fulton County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.980447804717924,0.83,1.0943424395363954
55-64,No,Graduated from high school,Less enthusiastic,Don't know,Male,Inspired word,Don't know,Don't know,wick_af390f37fe7fc74a2a01bd28e6f39901246f432e6868e3275ffef133,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.6104206902806115,0.83,0.6813307798035836
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Male,Word of God,Disagree,Can't be too careful,wick_1c9e420b82d9040fc58e898aa9c32dbbd331906e1b24ab4ce1f8def9,"Over $150,000","Cobb County, GA",Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.3715281040771564,0.83,0.41468701323585544
65 or older,No,Graduated from high school,More enthusiastic,Don't know,Male,Book of fables,Agree,Can trust,wick_fb024ecc7dac2011225f8ecc0c2a75703e7bd011077dcff1ffc04761,"Between $75,000 and $99,999",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.0541141625782224,0.83,1.1765663186502797
55-64,Unsure,Graduated from high school,About the same,Don't know,Female,Word of God,Agree,Can't be too careful,wick_55054ab4c0ed7d3156c02598150512d6611efe560dbee72a8877ebde,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.4810072793765097,0.83,1.6530498730121947
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,wick_4f9ccb74a0a9cfd76af56754832002e624ae0aee1bc63fe8947da9c8,"Over $150,000","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.29182261867058734,0.83,0.32572246568469626
65 or older,No,Graduated from high school,More enthusiastic,Don't know,Female,Inspired word,Don't know,Can't be too careful,wick_48e87c85670857f7d4bf61396981f555426815f458f6b574ff37243f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Don't know,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7592465375116796,0.83,0.8474451205580869
65 or older,Yes,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Don't know,Can't be too careful,wick_1c3610c9a92d441bd98d8be5a67a97630737758ebee0d81b39de8c2a,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.2793739917367186,0.83,1.4279936662200792
65 or older,No,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Don't know,Can trust,wick_9c4738b80d5f27452c8d4f8d2854cf4c84210a321e6769e61c9a9b40,"Between $75,000 and $99,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.11071550191517053,0.83,0.1235768715859405
65 or older,Yes,Graduated from college,More enthusiastic,Don't know,Male,Word of God,Agree,Can trust,wick_7f49b119d585508abb004a23d671537af82083603c2089ce5cd36d2d,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.32159391672320803,0.83,0.3589521743772904
55-64,No,Completed graduate school,More enthusiastic,Disagree,Male,Word of God,Agree,Can't be too careful,wick_06e8f611953d012ae5a7f896dd348b4cfbd1cc98153b5123bfe5ef99,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.18132440512399053,0.83,0.20238812397357786
35-54,No,"Some college, no degree",Less enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_86fda6e22f5ef551b2f2064670fea15753164b9e29af91c0177d34f0,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.6505323734738997,0.83,1.842268007975074
55-64,No,"Some college, no degree",More enthusiastic,Agree,Female,Word of God,Agree,Can trust,wick_e28832b63a355fd46bcf30062349923c2a6599ae8ad5ce3938ec0842,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.5191198716653489,0.83,0.579423916333333
35-54,Yes,"Some college, no degree",Less enthusiastic,Don't know,Female,I don't know,Agree,Can trust,wick_60704d4a2872c0ac29eddd38a70f1751c398936874b50a81ae2170f9,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Undecided,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.847979223826836,0.83,2.0626514560834357
55-64,No,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_60b0af6ec80138f24a6c7e044428dc2a2602fc66dfd304c7c6b86a8c,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.5127140578144183,0.83,0.5722739651343904
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Don't know,Can trust,wick_702252accdb19b7f0dc94b5d3c1f627ace8699054dbd253449e11e1c,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.16109239251578705,0.83,0.17980584072723774
55-64,Unsure,Completed graduate school,About the same,Don't know,Female,Inspired word,Don't know,Don't know,wick_2802d5f9b455c7caad70e975607600f83c86e289686a4440e5f96c65,"Between $75,000 and $99,999",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.13995940177570862,0.83,0.15621791638296217
55-64,No,Completed graduate school,More enthusiastic,Don't know,Female,Book of fables,Don't know,Can trust,wick_05581b5cadfda5a4a9b96bb759e57386b5627e8d1e6059b7d447779b,"Between $50,000 and $74,999","Fulton County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.2878827122059708,0.83,0.3213248763063671
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Disagree,Can trust,wick_c382c0ffe0e992dc1a722c8472c87b0ab1fed19b4c9d4e3dc743fb3e,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.3908435768426909,0.83,0.43624628593279935
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Don't know,Can trust,wick_4302ad5c3ffb22fba60828dc8f155a54fde2c120b3f1091da2819410,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Don't know,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.24845101827150856,0.83,0.2773125628230331
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Female,Word of God,Don't know,Can't be too careful,wick_04febac82d9c22d8b6bdf1914e5d12cc75522169d418972aa35141df,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.29429632765405134,0.83,0.32848353538227787
55-64,No,Completed graduate school,More enthusiastic,Disagree,Female,Inspired word,Disagree,Can't be too careful,wick_afd1eafc488b058f9bd84b96f70b246d048cf05ad62cc9e55141f1b6,"Between $75,000 and $99,999","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.14466281788563076,0.83,0.16146770921754128
55-64,Yes,"Some college, no degree",Less enthusiastic,Disagree,Female,Inspired word,Disagree,Can't be too careful,wick_c13af5f7d0afb6d58e7ce64b429f6b43f9bd9c771d566677c58f3da8,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.30807251645032113,0.83,0.3438600480148511
55-64,Yes,Graduated from college,About the same,Don't know,Female,Inspired word,Disagree,Can trust,wick_e76461926934af93bb8ee9af5db67f94d9f2fa980e35de0b5570a3fa,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Donald Trump,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.18050044083970224,0.83,0.2014684431087527
